,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1859,1,13.8,6.8,1,1,1,1,1
1860,1,13.5,5.8,0,0,0,0,0
1861,1,13.7,5.2,1,1,0,1,1
1862,1,13.5,6.3,0,0,0,0,0
1863,1,12.8,5.8,0,0,0,0,0
1864,1,13.3,5.8,1,1,1,1,1
1865,1,14.3,6.2,0,0,0,0,0
1866,1,13.1,5.3,0,1,0,0,0
1867,1,11.8,6.0,1,1,1,1,1
1868,1,12.3,5.2,0,0,0,0,0
1869,1,14.8,5.4,1,1,1,1,1
1870,1,13.2,5.1,0,0,0,0,0
1871,1,12.4,5.6,1,0,0,0,0
1872,1,13.3,5.5,1,1,0,1,1
1873,1,12.4,6.3,0,1,1,0,0
1874,1,12.9,6.0,1,1,1,1,1
1875,1,11.6,6.1,0,0,0,0,0
1876,1,12.9,6.3,0,0,0,0,0
1877,1,14.1,6.2,0,0,0,0,0
1878,1,14.7,6.1,1,1,1,1,1
1879,1,13.1,5.1,0,0,0,0,0
1880,1,12.9,7.0,0,1,1,1,1
1881,1,13.2,6.9,1,1,1,0,1
1882,0,13.2,5.1,0,0,0,0,0
1883,1,14.2,5.7,0,0,0,1,0
1884,1,13.9,5.2,0,0,0,0,0
1885,1,14.1,5.9,1,1,1,1,1
1886,1,13.7,5.8,1,1,1,0,1
1887,1,13.4,5.5,0,0,0,0,0
1888,1,12.2,5.1,0,1,1,0,1
1889,1,11.6,5.4,0,0,0,0,0
1890,1,13.5,5.2,1,1,1,0,1
1891,1,11.5,7.1,1,1,1,1,1
1892,1,15.3,5.6,1,0,1,0,1
1893,1,12.8,6.4,0,0,0,0,0
1894,1,12.4,5.5,0,0,0,0,0
1895,1,11.5,5.3,0,0,0,1,0
1896,1,14.5,7.0,1,1,1,1,1
1897,1,14.1,5.1,0,0,1,0,0
1898,1,12.1,6.2,0,0,0,0,0
1899,1,12.9,5.2,1,1,1,1,1
1900,1,12.5,5.6,1,1,1,1,1
1901,1,15.3,6.2,1,1,1,0,1
1902,1,14.1,6.0,1,1,0,1,1
1903,1,12.4,5.6,1,0,0,1,0
1904,1,14.0,5.7,1,1,1,0,1
1905,1,13.7,5.8,1,0,0,0,0
1906,0,12.1,5.7,1,1,1,0,1
1907,1,13.6,6.3,1,1,1,1,1
1908,0,12.7,5.7,1,0,0,0,0
1909,1,13.3,5.3,0,1,1,0,0
1910,0,13.0,6.5,1,1,1,1,1
1911,1,12.7,5.5,0,0,0,0,0
1912,1,12.1,5.7,1,1,1,1,1
1913,1,11.8,5.5,1,1,1,1,1
1914,1,11.4,5.2,0,0,0,0,0
1915,1,11.7,6.9,1,0,0,1,1
1916,1,13.8,5.3,0,0,1,0,0
1917,1,11.6,5.2,1,1,1,0,1
1918,1,15.0,6.5,1,0,1,1,1
1919,1,14.3,5.1,1,1,1,1,1
1920,1,12.2,5.4,0,0,1,0,0
1921,1,15.3,5.3,1,1,1,1,1
1922,1,14.3,6.5,0,0,0,0,0
1923,1,14.0,6.4,0,0,1,0,0
1924,1,13.0,6.3,0,0,0,0,0
1925,1,12.0,5.3,0,0,0,0,0
1926,1,13.9,6.3,1,1,1,1,1
1927,1,14.8,6.9,1,1,1,1,1
1928,1,13.8,5.6,0,0,1,0,0
1929,1,11.6,6.2,0,0,0,0,0
1930,1,11.8,5.8,0,1,0,1,0
1931,1,14.0,5.6,1,1,1,1,1
1932,1,12.6,6.4,0,0,1,0,0
1933,1,13.2,5.8,0,0,0,0,0
1934,1,11.4,5.5,0,0,1,0,0
1935,1,12.4,5.6,1,1,1,1,1
1936,1,12.5,5.7,0,0,0,0,0
1937,0,15.2,6.5,0,0,1,1,1
1938,1,13.6,6.3,1,1,1,1,1
1939,1,13.2,5.2,0,0,0,0,0
1940,1,11.9,5.5,0,1,1,1,1
1941,1,11.4,5.7,0,0,1,0,0
1942,1,15.2,5.7,1,0,1,1,1
1943,0,13.3,6.5,0,0,0,0,0
1944,1,11.8,5.2,0,0,0,0,0
1945,1,12.8,6.4,0,0,0,0,0
1946,1,13.9,6.3,0,0,0,0,0
1947,0,15.3,6.2,1,0,0,1,1
1948,1,12.5,5.9,0,0,0,0,0
1949,1,13.2,6.1,1,1,1,1,1
1950,1,15.2,5.2,1,1,1,1,1
1951,1,15.3,7.1,1,0,1,1,1
1952,1,14.2,5.9,0,1,0,0,1
1953,1,14.8,6.1,1,1,1,0,1
1954,1,12.0,5.1,0,0,1,0,0
1955,1,12.9,5.4,0,1,0,1,1
1956,1,11.8,6.4,0,1,1,0,1
1957,1,14.0,5.3,1,1,1,1,1
1958,0,12.0,5.9,0,0,0,0,0
1959,1,12.1,5.9,0,0,0,1,0
1960,1,12.9,5.1,0,0,0,0,0
1961,1,13.1,6.8,1,1,1,1,1
1962,0,13.8,6.0,1,1,1,1,1
1963,1,13.3,5.9,0,1,0,0,0
1964,1,12.6,5.5,0,0,0,0,0
1965,1,14.8,6.8,0,1,1,1,1
1966,1,13.7,6.1,0,0,1,0,0
1967,0,12.0,5.3,1,1,1,1,1
1968,0,12.4,6.1,0,0,0,0,0
1969,1,14.1,5.6,1,0,0,0,0
1970,1,11.8,6.4,0,0,0,0,0
1971,1,12.6,6.4,0,1,0,1,0
1972,0,11.8,6.0,0,1,0,0,0
1973,1,13.7,5.4,1,1,1,1,1
1974,0,15.1,6.2,0,1,1,1,1
1975,1,12.6,6.3,1,1,1,1,1
1976,1,12.6,5.8,0,0,0,0,0
1977,1,14.1,6.2,1,1,1,1,1
1978,1,15.0,5.5,1,1,1,1,1
1979,1,12.5,6.5,1,1,0,1,1
1980,1,12.2,5.2,0,0,1,0,0
1981,1,11.9,5.7,0,1,1,1,1
1982,1,12.6,5.2,0,0,0,0,0
1983,1,12.4,5.3,1,0,0,0,0
1984,1,13.9,5.2,0,0,1,1,0
1985,0,12.7,6.4,0,0,0,0,0
1986,1,11.9,5.5,1,1,1,1,1
1987,1,15.4,6.5,1,1,1,1,1
1988,1,14.4,7.0,1,1,1,1,1
1989,1,11.4,6.1,0,0,0,0,0
1990,0,12.3,5.5,1,1,1,1,1
1991,1,15.5,6.6,1,1,0,1,1
1992,1,14.2,5.3,0,0,0,0,0
1993,1,11.9,7.1,0,1,0,1,1
1994,1,13.7,6.4,1,0,0,0,0
1995,1,13.0,5.2,1,1,0,1,1
1996,1,12.8,5.7,0,0,0,0,0
1997,1,12.6,5.1,0,0,0,0,0
1998,1,12.5,5.2,0,0,0,0,0
1999,0,11.7,6.7,1,1,1,1,1
2000,1,13.1,5.5,0,0,0,1,0
2001,1,11.9,5.4,0,0,0,0,0
2002,1,14.1,5.2,1,1,0,0,0
2003,1,14.0,6.6,1,1,1,1,1
2004,1,11.9,5.4,0,0,0,0,0
2005,1,13.0,5.1,1,0,0,0,0
2006,1,11.8,5.7,1,1,1,1,1
2007,1,12.1,5.6,1,1,1,0,1
2008,1,12.9,5.4,0,0,0,0,0
2009,1,12.8,6.3,1,0,1,0,0
2010,1,11.9,6.8,1,1,1,0,1
2011,1,12.8,5.1,1,1,1,1,1
2012,1,12.3,6.4,0,0,0,0,0
2013,1,15.5,7.0,1,0,1,1,1
2014,1,11.6,6.5,0,0,0,1,0
2015,0,12.8,7.1,1,1,0,1,1
2016,1,14.2,6.4,0,0,0,0,0
2017,1,12.7,5.7,0,0,0,0,0
2018,0,12.3,5.5,0,0,0,0,0
2019,1,13.3,5.7,0,1,0,0,0
2020,0,12.3,5.7,0,1,0,0,0
2021,1,12.1,6.4,1,1,1,1,1
2022,1,12.1,6.0,1,1,1,1,1
2023,1,13.5,7.0,1,1,1,1,1
2024,1,12.5,5.6,0,0,0,0,0
2025,1,12.5,6.1,1,1,1,1,1
2026,0,12.3,5.3,1,1,1,1,1
2027,1,12.9,5.7,1,1,1,0,1
2028,1,12.5,6.4,1,1,1,1,1
2029,1,14.5,5.5,1,1,1,1,1
2030,1,14.8,5.8,0,1,1,0,1
2031,1,14.8,6.4,0,0,1,0,1
2032,0,12.4,6.5,0,1,1,1,1
2033,1,11.5,6.6,1,0,1,1,1
2034,1,14.1,5.8,0,0,0,0,0
2035,1,12.2,5.7,0,0,0,0,0
2036,1,14.4,5.8,1,1,1,1,1
2037,0,13.4,5.5,1,0,0,0,0
2038,0,13.4,6.2,0,0,0,1,0
2039,1,11.4,5.7,0,0,0,0,0
2040,1,13.3,5.9,0,0,0,0,0
2041,1,14.3,6.8,1,1,0,0,1
2042,1,12.2,6.8,1,1,1,1,1
2043,1,11.8,5.1,0,1,0,0,0
2044,1,13.4,6.6,1,1,0,1,1
2045,1,13.2,6.0,0,0,0,0,0
2046,1,12.9,5.8,0,0,1,0,0
2047,1,13.5,5.1,0,0,1,0,0
2048,1,14.7,5.2,1,1,1,1,1
2049,0,11.8,5.8,0,0,0,0,0
2050,1,11.8,6.2,0,1,1,1,0
2051,1,12.9,5.8,1,0,0,0,0
2052,0,15.5,7.1,1,1,1,1,1
2053,1,13.9,5.1,0,0,1,0,0
2054,1,13.6,5.6,1,0,0,0,0
2055,1,14.7,6.6,1,1,1,1,1
2056,1,13.7,6.9,1,1,1,1,1
2057,1,12.1,5.1,1,1,1,1,1
2058,1,13.4,6.3,0,0,1,0,0
2059,1,11.8,6.5,0,0,0,0,0
2060,1,11.4,5.6,0,0,0,0,0
2061,1,11.9,6.2,1,0,0,0,0
2062,1,11.8,5.1,1,1,1,1,1
2063,1,15.5,5.3,1,1,1,1,1
2064,1,15.1,6.0,1,1,1,1,1
2065,0,11.8,7.1,1,1,0,1,1
2066,1,11.8,6.4,0,0,0,0,0
2067,1,12.6,6.5,1,1,1,1,1
2068,0,14.1,6.5,0,0,0,1,0
2069,1,13.7,5.3,1,0,1,1,1
2070,1,14.3,6.1,0,0,0,0,0
2071,1,14.6,6.7,1,1,1,1,1
2072,1,13.4,5.8,0,0,0,0,0
2073,1,13.9,6.5,1,1,1,1,1
2074,1,13.4,6.1,0,0,0,0,0
2075,1,13.3,5.6,1,1,1,1,1
2076,1,12.2,5.3,0,0,0,0,0
2077,1,14.5,6.2,1,1,1,1,1
2078,1,13.7,5.9,1,1,1,1,1
2079,1,14.1,5.5,1,0,0,0,0
2080,1,12.5,6.9,1,1,1,1,1
2081,1,13.4,6.3,0,0,0,1,0
2082,1,12.0,6.4,1,1,1,1,1
2083,1,11.9,5.2,0,0,0,0,0
2084,1,13.9,6.5,1,0,0,0,0
2085,1,15.3,5.2,1,1,1,1,1
2086,1,12.8,5.3,0,1,0,1,0
2087,1,11.6,6.0,0,1,1,0,0
2088,1,11.7,5.5,0,0,1,0,0
2089,1,12.0,5.1,0,1,0,0,0
2090,1,11.6,5.8,1,1,1,1,1
2091,1,12.4,6.8,0,0,1,1,1
2092,1,13.5,6.9,1,1,1,1,1
2093,0,12.3,5.5,0,0,0,0,0
2094,1,11.9,5.7,1,1,1,1,1
2095,1,12.8,6.4,1,0,0,0,0
2096,0,12.7,6.4,0,1,0,0,0
2097,1,13.0,6.3,0,0,0,0,0
2098,1,13.6,5.2,1,1,1,1,1
2099,1,12.4,6.5,0,0,0,1,0
2100,1,13.6,5.6,0,1,1,1,1
2101,1,12.0,6.1,0,0,0,0,0
2102,1,15.4,7.1,1,1,1,1,1
2103,1,15.5,6.0,1,1,1,0,1
2104,1,13.6,6.0,1,0,0,0,0
2105,1,14.3,5.9,1,1,1,1,1
2106,1,13.8,6.3,0,0,0,0,0
2107,1,12.8,6.8,1,1,1,1,1
2108,1,14.2,6.5,0,0,0,0,0
2109,1,14.6,7.0,1,1,1,1,1
2110,1,14.3,6.3,0,0,0,0,0
2111,0,12.2,6.2,0,0,1,0,0
2112,0,13.5,5.9,0,1,1,1,1
2113,1,12.3,6.3,0,0,0,0,0
2114,1,12.9,6.5,1,0,0,1,0
2115,1,15.1,6.7,1,1,1,1,1
2116,1,14.0,6.0,0,0,0,0,0
2117,1,11.5,6.0,1,1,1,1,1
2118,1,12.3,5.3,0,0,0,0,0
2119,1,15.1,5.6,1,1,1,1,1
2120,1,14.2,6.5,0,0,0,0,0
2121,0,13.3,5.1,0,0,1,1,1
2122,1,11.5,5.8,0,0,0,1,0
2123,1,15.4,6.6,1,0,1,1,1
2124,1,13.6,5.2,1,1,1,1,1
2125,1,11.5,6.0,1,1,1,1,1
2126,0,12.5,5.1,1,1,0,0,0
2127,1,13.3,5.6,0,0,0,0,0
2128,1,13.8,5.8,0,0,0,0,0
2129,1,12.3,6.1,1,0,0,0,0
2130,1,13.8,5.4,0,0,0,0,0
2131,1,13.8,5.9,1,1,1,1,1
2132,0,11.9,6.6,1,1,1,1,1
2133,1,12.7,5.3,0,0,0,0,0
2134,1,12.5,6.5,1,1,1,1,1
2135,1,11.8,6.4,0,0,1,0,0
2136,1,13.6,5.2,0,0,0,0,0
2137,1,13.9,5.9,1,1,1,1,1
2138,0,14.2,7.0,1,1,0,1,1
2139,1,14.2,6.5,1,1,1,1,1
2140,1,15.2,5.4,1,1,1,1,1
2141,1,12.5,5.5,0,0,0,0,0
2142,1,14.8,7.1,1,1,1,1,1
2143,0,13.1,5.2,0,1,1,0,1
2144,0,15.1,6.0,0,1,1,1,1
2145,1,13.1,5.2,1,1,0,1,1
2146,1,13.9,5.5,1,0,1,1,1
2147,0,15.3,6.3,1,1,0,1,1
2148,1,12.5,5.9,1,1,0,1,1
2149,1,14.1,6.4,1,0,1,1,1
2150,1,11.9,6.7,1,0,0,1,1
2151,1,14.0,6.1,0,0,0,0,0
2152,1,15.0,5.6,1,1,1,1,1
2153,1,12.5,5.8,1,1,0,1,1
2154,1,12.2,6.1,0,0,0,0,0
2155,0,11.5,7.0,1,1,1,0,1
2156,1,15.3,5.6,0,1,1,1,1
2157,1,11.6,5.9,0,0,0,0,0
2158,0,13.5,6.4,1,1,0,1,1
2159,1,12.7,6.0,1,1,1,1,1
2160,1,15.3,6.2,1,1,1,1,1
2161,1,13.1,5.7,0,1,0,0,0
2162,1,12.4,6.5,1,1,1,1,1
2163,1,11.9,5.1,1,0,0,0,0
2164,1,11.7,5.3,0,0,0,0,0
2165,1,12.8,6.8,1,1,1,1,1
2166,1,13.8,6.2,0,1,1,0,0
2167,1,13.7,6.3,0,0,0,0,0
2168,1,13.6,5.8,1,1,1,1,1
2169,0,12.5,6.5,1,1,1,1,1
2170,1,14.2,6.4,0,0,0,0,0
2171,0,12.1,7.0,1,1,1,1,1
2172,1,13.0,5.1,0,0,0,1,0
2173,1,11.4,5.1,1,0,0,1,0
2174,0,13.0,6.3,1,1,1,1,1
2175,1,12.5,5.9,0,0,0,1,0
2176,1,13.2,5.3,0,0,0,0,0
2177,1,13.1,6.2,0,0,0,0,0
2178,1,13.4,5.4,1,0,0,0,0
2179,1,11.8,5.2,1,1,1,1,1
2180,1,13.4,5.8,0,0,0,0,0
2181,1,13.0,6.1,1,0,0,0,0
2182,1,14.2,6.1,1,1,1,1,1
2183,1,13.3,5.4,0,0,0,0,0
2184,0,12.3,7.1,1,1,1,1,1
2185,1,12.5,5.6,0,0,0,1,0
2186,1,13.2,6.6,1,0,1,1,1
2187,1,13.2,6.6,1,1,1,1,1
2188,1,13.4,5.4,0,0,0,0,0
2189,1,12.4,5.1,1,1,1,1,1
2190,1,11.6,6.2,0,0,0,0,0
2191,1,12.4,5.2,1,1,1,1,1
2192,1,12.7,5.1,0,0,0,0,0
2193,1,13.0,6.5,0,0,0,0,0
2194,1,12.5,6.6,1,1,1,1,1
2195,1,12.3,6.0,0,1,0,0,0
2196,1,11.9,5.3,1,0,1,0,0
2197,1,12.7,5.9,1,1,1,1,1
2198,1,13.1,6.2,0,0,0,0,0
2199,0,13.0,5.9,0,0,0,1,0
2200,1,14.1,6.0,0,0,1,0,0
2201,1,13.3,5.7,0,0,0,0,0
2202,1,13.1,5.6,0,0,1,0,0
2203,1,11.8,6.5,0,1,0,1,0
2204,1,13.2,5.9,0,1,1,1,1
2205,0,15.2,5.1,1,1,1,1,1
2206,1,12.7,5.3,0,1,0,0,0
2207,1,11.7,5.9,0,0,0,0,0
2208,1,13.1,5.2,1,1,1,1,1
2209,1,13.2,5.4,0,0,0,0,0
2210,1,13.7,5.4,0,0,1,1,0
2211,0,11.6,6.7,1,1,0,1,1
2212,1,14.8,5.7,1,1,1,1,1
2213,1,14.3,5.1,0,0,0,0,0
2214,0,14.1,5.6,1,1,1,1,1
2215,1,13.8,6.1,1,1,1,1,1
2216,1,12.1,6.6,1,1,1,1,1
2217,1,13.5,5.5,0,0,0,1,0
2218,1,12.3,5.8,1,1,1,1,1
2219,1,14.2,5.3,1,1,1,1,1
2220,1,13.7,6.5,0,1,0,0,0
2221,1,14.3,6.1,1,1,1,1,1
2222,1,15.2,6.9,1,1,1,1,1
2223,1,14.0,5.2,0,0,0,1,0
2224,1,14.1,6.3,1,0,1,0,0
2225,1,14.2,5.8,1,1,1,1,1
2226,1,11.5,5.9,1,1,1,1,1
2227,1,15.2,6.0,1,1,1,1,1
2228,1,12.1,5.9,1,1,1,1,1
2229,1,12.2,5.7,0,0,0,0,0
2230,1,12.3,6.3,0,0,0,0,0
2231,1,12.9,6.0,0,0,0,0,0
2232,1,12.3,5.3,0,1,1,1,1
2233,1,12.3,5.4,1,1,1,1,1
2234,1,12.1,5.6,0,0,0,0,0
2235,1,11.8,6.7,1,0,1,1,1
2236,1,12.9,6.4,0,0,0,0,0
2237,1,14.6,6.4,1,1,0,1,1
2238,0,11.6,6.3,0,0,0,0,0
2239,1,13.2,5.4,1,1,1,1,1
2240,1,13.2,5.4,0,0,1,0,0
2241,0,13.1,5.3,0,1,0,0,0
2242,1,12.7,5.3,1,1,1,1,1
2243,1,13.6,5.1,0,0,0,0,0
2244,1,11.7,5.7,0,0,0,0,0
2245,1,14.9,5.3,1,1,0,1,1
2246,1,14.9,5.1,1,1,1,1,1
2247,1,13.3,5.6,0,0,0,0,0
2248,1,15.2,6.2,1,1,1,1,1
2249,1,14.1,5.5,0,0,0,0,0
2250,1,13.9,6.5,0,0,0,0,0
2251,1,13.4,6.5,0,0,0,0,0
2252,1,11.4,5.5,0,0,0,0,0
2253,0,12.6,6.2,0,1,0,0,0
2254,1,13.0,5.2,0,0,0,0,0
2255,1,13.0,5.5,0,0,0,0,0
2256,1,14.0,6.4,0,0,1,0,0
2257,1,15.1,5.8,1,1,1,1,1
2258,1,14.2,6.3,0,1,0,0,0
2259,1,12.9,5.3,0,0,0,0,0
2260,0,12.8,6.2,0,1,0,0,0
2261,1,12.7,5.7,0,0,0,0,0
2262,1,13.9,6.3,0,0,0,0,0
2263,1,12.6,6.9,1,1,1,1,1
2264,0,14.3,5.2,1,1,1,1,1
2265,1,13.4,5.5,0,1,1,1,1
2266,1,13.9,6.5,1,1,1,1,1
2267,1,11.8,6.3,0,0,0,0,0
2268,0,11.5,5.7,0,0,0,1,0
2269,1,15.2,5.2,1,1,1,1,1
2270,0,12.8,6.2,1,1,1,1,1
2271,1,12.6,6.5,0,1,0,0,0
2272,1,14.4,5.7,1,1,1,1,1
2273,1,13.3,5.3,0,0,0,1,0
2274,1,14.9,7.0,1,1,1,1,1
2275,1,12.5,5.3,1,0,0,0,0
2276,1,11.6,6.2,0,0,1,1,0
2277,1,12.2,5.3,1,1,1,1,1
2278,0,11.9,6.3,1,0,1,1,1
2279,1,15.5,6.0,1,1,1,1,1
2280,1,15.5,5.5,1,1,1,1,1
2281,1,12.0,5.4,0,0,0,0,0
2282,1,13.7,5.9,0,0,0,0,0
2283,1,14.1,5.6,0,1,1,0,0
2284,1,12.1,5.7,0,0,0,0,0
2285,1,12.5,6.3,0,0,0,0,0
2286,1,13.0,6.5,1,1,1,1,1
2287,1,13.8,7.0,1,0,0,1,1
2288,1,15.2,5.6,0,1,1,1,1
2289,1,11.8,6.9,1,1,1,1,1
2290,1,12.8,6.4,1,1,1,0,1
2291,1,12.1,7.0,1,1,1,1,1
2292,1,14.1,6.3,0,0,0,0,0
2293,1,11.4,6.2,0,1,0,0,0
2294,1,11.6,5.3,1,1,1,0,1
2295,1,14.9,6.3,1,1,1,0,1
2296,1,14.5,5.1,0,1,1,1,1
2297,1,12.3,5.1,0,0,0,0,0
2298,0,15.4,5.4,1,1,1,1,1
2299,1,14.1,6.8,1,1,1,1,1
2300,1,14.1,6.4,1,0,1,1,1
2301,1,11.7,6.4,0,0,0,0,0
2302,1,13.5,5.4,0,0,0,0,0
2303,1,12.9,5.9,1,1,1,1,1
2304,1,14.1,6.0,0,0,0,0,0
2305,1,12.7,6.0,0,0,0,0,0
2306,1,13.7,6.5,1,1,1,0,1
2307,1,14.7,5.1,1,1,1,0,1
2308,0,13.5,6.1,0,0,1,0,0
2309,1,14.0,6.0,0,0,0,0,0
2310,1,11.6,6.1,1,0,0,1,0
2311,0,12.9,6.3,0,0,0,0,0
2312,1,13.9,5.1,0,0,1,0,0
2313,1,13.5,5.8,0,0,0,0,0
2314,1,11.9,6.1,1,1,1,1,1
2315,1,12.2,7.1,1,1,1,0,1
2316,1,14.3,6.7,1,1,1,1,1
2317,1,12.0,6.3,1,1,1,0,1
2318,1,12.4,5.5,1,1,0,1,1
2319,1,13.9,7.1,1,1,1,1,1
2320,1,11.9,5.9,0,0,0,0,0
2321,1,13.3,7.1,1,1,0,0,1
2322,1,13.2,6.3,0,0,0,1,0
2323,1,13.3,5.5,0,0,0,0,0
2324,1,14.0,5.1,0,0,0,0,0
2325,1,15.5,6.5,1,1,1,1,1
2326,1,11.8,6.1,0,0,0,0,0
2327,1,11.8,6.1,0,0,0,1,0
2328,1,12.4,6.1,0,0,0,0,0
2329,0,12.6,5.5,0,0,0,0,0
2330,1,11.5,6.0,0,0,0,0,0
2331,1,11.8,5.5,0,0,0,0,0
2332,1,13.4,5.9,1,1,0,1,1
2333,1,15.4,6.9,1,1,1,1,1
2334,0,12.5,5.5,1,0,1,1,1
2335,1,11.5,5.2,1,0,0,0,0
2336,1,13.8,6.5,1,0,0,1,0
2337,1,13.6,6.3,0,0,0,0,0
2338,1,11.9,6.9,1,1,1,1,1
2339,1,14.1,5.1,0,0,0,0,0
2340,1,14.2,6.0,1,1,1,1,1
2341,1,13.5,7.0,1,0,1,1,1
2342,0,12.9,5.9,0,0,0,0,0
2343,1,13.3,5.2,1,1,1,0,1
2344,1,13.1,6.5,1,1,1,1,1
2345,1,11.7,5.7,0,0,0,0,0
2346,0,13.5,5.1,0,0,0,0,0
2347,1,11.4,6.4,1,0,0,0,0
2348,1,15.0,5.3,1,1,1,1,1
2349,1,11.6,5.6,1,1,1,1,1
2350,1,13.2,5.8,1,1,1,1,1
2351,1,13.3,5.5,0,0,1,1,0
2352,1,15.0,6.9,0,1,1,1,1
2353,1,14.9,5.6,1,1,0,0,1
2354,0,11.9,7.1,1,0,1,1,1
2355,1,12.2,6.9,1,1,1,1,1
2356,1,13.6,5.9,0,1,1,0,0
2357,1,12.1,5.4,1,0,1,1,1
2358,1,14.9,5.8,1,1,1,1,1
2359,1,14.2,6.1,0,0,0,0,0
2360,1,12.5,6.1,0,1,0,0,0
2361,1,14.5,6.7,1,1,1,1,1
2362,1,14.2,5.7,0,1,0,0,0
2363,1,11.8,5.7,1,1,1,1,1
2364,0,15.4,6.3,1,1,1,1,1
2365,1,14.3,5.6,1,1,0,1,1
2366,1,14.5,5.8,1,1,1,1,1
2367,1,12.5,5.9,0,0,0,0,0
2368,1,12.8,5.6,1,1,1,1,1
2369,1,13.2,5.3,0,0,0,0,0
2370,0,12.1,6.4,0,0,0,0,0
2371,0,12.0,5.1,0,0,0,0,0
2372,1,13.5,6.0,1,1,1,1,1
2373,1,12.4,5.1,0,0,0,0,0
2374,1,13.5,5.5,0,0,0,0,0
2375,1,13.4,5.4,0,0,0,0,0
2376,1,13.3,5.2,0,0,0,0,0
2377,1,11.8,6.4,1,1,1,1,1
2378,1,15.5,5.5,1,1,1,1,1
2379,1,14.7,5.6,1,1,1,1,1
2380,0,12.3,6.6,1,1,0,1,1
2381,0,14.9,5.3,1,1,1,0,1
2382,1,13.3,6.3,1,1,1,1,1
2383,1,14.3,5.1,0,1,0,0,0
2384,1,14.3,5.6,1,1,0,1,1
2385,1,11.8,5.6,0,1,1,1,1
2386,1,11.7,5.5,0,0,0,0,0
2387,1,12.8,5.3,0,0,0,0,0
2388,1,11.6,5.2,0,0,0,0,0
2389,1,13.7,6.3,0,0,0,1,0
2390,1,14.3,5.4,0,1,0,0,0
2391,1,13.5,5.1,1,1,1,1,1
2392,1,14.1,5.9,0,0,0,0,0
2393,1,14.3,6.6,1,1,1,1,1
2394,1,12.0,5.6,0,0,0,0,0
2395,1,12.4,5.2,1,1,0,1,1
2396,1,13.5,5.4,1,0,0,0,0
2397,1,13.8,5.5,0,1,1,1,1
2398,1,14.2,5.1,1,1,1,1,1
2399,0,11.6,6.4,1,1,1,0,1
2400,1,14.3,5.4,1,1,1,0,1
2401,1,14.3,5.7,0,0,0,0,0
2402,1,12.7,6.1,1,0,1,1,1
2403,1,12.8,5.2,0,0,0,0,0
2404,1,12.4,5.7,1,1,1,1,1
2405,1,12.4,6.3,0,0,1,0,0
2406,1,13.6,5.3,0,0,1,0,1
2407,1,13.0,5.1,1,1,1,1,1
2408,1,12.0,7.0,1,1,1,1,1
2409,1,13.4,5.5,1,1,1,1,1
2410,0,14.5,6.4,1,1,1,1,1
2411,1,13.1,5.4,1,0,0,0,0
2412,1,11.9,5.9,1,0,1,0,0
2413,1,11.5,6.1,1,1,1,0,1
2414,1,12.2,5.4,1,0,0,0,0
2415,1,12.2,5.4,0,0,0,0,0
2416,1,13.4,5.8,0,0,0,0,0
2417,1,11.8,5.6,0,0,0,0,0
2418,1,13.3,5.7,0,0,0,0,0
2419,1,14.6,5.7,1,1,1,1,1
2420,1,11.6,5.6,1,0,0,0,0
2421,1,14.3,5.9,1,1,1,1,1
2422,1,13.8,5.7,1,0,0,0,0
2423,1,14.3,6.5,1,1,1,1,1
2424,1,12.2,5.6,0,0,0,0,0
2425,1,12.1,5.8,1,1,0,0,1
2426,1,13.1,6.5,0,1,0,0,0
2427,1,15.4,6.9,1,1,1,1,1
2428,1,14.0,7.1,1,1,1,1,1
2429,1,13.6,6.1,1,0,0,0,0
2430,1,11.4,5.9,0,0,0,0,0
2431,1,14.2,5.5,1,1,0,1,1
2432,1,13.9,5.8,1,1,1,1,1
2433,1,15.3,5.3,1,1,1,1,1
2434,1,15.3,5.6,1,1,1,1,1
2435,1,12.1,6.1,1,1,1,1,1
2436,1,13.1,5.8,0,0,0,0,0
2437,1,12.6,6.0,0,0,0,0,0
2438,1,13.3,5.5,1,0,0,0,0
2439,1,12.4,6.7,1,1,1,1,1
2440,1,13.6,5.7,0,0,0,0,0
2441,1,12.7,6.2,0,0,0,0,0
2442,1,14.0,6.2,0,0,0,0,0
2443,1,13.6,6.9,1,1,1,1,1
2444,1,11.9,5.2,1,1,1,1,1
2445,1,11.6,5.1,0,0,0,1,0
2446,1,12.7,6.2,0,0,1,0,0
2447,1,12.8,6.2,1,1,1,1,1
2448,0,12.9,5.8,0,1,0,0,0
2449,1,15.4,6.5,1,0,1,1,1
2450,1,11.8,5.7,0,0,0,0,0
2451,1,12.0,5.3,0,0,1,0,0
2452,0,11.5,6.0,0,0,0,1,0
2453,1,13.8,5.9,1,0,1,1,1
2454,1,12.2,5.1,1,1,1,1,1
2455,1,15.0,6.1,0,1,1,1,1
2456,1,14.6,7.0,1,1,1,1,1
2457,1,15.4,5.9,0,1,1,0,1
2458,0,14.2,6.7,1,1,1,1,1
2459,1,13.1,5.9,0,0,0,0,0
2460,1,14.9,6.1,1,1,0,1,1
2461,1,13.7,6.3,1,1,1,1,1
2462,0,13.4,6.9,1,1,1,1,1
2463,1,12.6,7.1,1,1,1,1,1
2464,1,13.8,5.1,1,0,0,0,0
